time_ms;open;high;low;close;xau_compression;xau_failed;usdjpy_breakout;usdjpy_failed;us500_rebound;eurusd_trend
1767603600000;100.8500093827801;100.93209841477002;100.74163768644715;100.83686805060859;0;0;0;0;0;0
1767604500000;100.82538938205883;100.91271965820383;100.71510176881432;100.81391071350907;0;0;0;0;0;0
1767605400000;100.8045332006475;100.89747046194293;100.69284091362891;100.79515568778592;0;0;0;0;0;0
1767606300000;100.78827047447592;100.88710415986581;100.67566636246606;100.78138526116594;0;0;0;0;0;0
1767607200000;100.77732761996499;100.88226318319694;100.66427677433116;100.77326997876405;0;0;0;0;0;0
1767608100000;100.77231194022255;100.88346455129061;100.65924325207149;100.77135390168105;0;0;0;0;0;0
1767609000000;100.7736981877054;100.89108796168885;100.66099698577064;100.77604247372975;0;0;0;0;0;0
1767609900000;100.78181786006053;100.90536672771024;100.66981976507235;100.7875932463913;0;0;0;0;0;0
1767610800000;100.7968514500841;100.92638175358924;100.68583755396462;100.80610965377693;0;0;0;0;0;0
1767611700000;100.81882381045281;100.95405867504593;100.70901725921146;100.8315379671287;0;0;0;0;0;0
1767612600000;100.84760273031681;100.98816822839562;100.73916675861419;100.8636674935049;0;0;0;0;0;0
1767613500000;100.88290075529432;101.02832984522396;100.77593818894348;100.90213401708372;0;0;0;0;0;0
1767614400000;100.92428021620739;101.07401840360718;100.81883442705494;100.94642641533106;0;0;0;0;0;0
1767615300000;100.97116136639822;101.12457400219466;100.86721863273607;100.99589631746537;0;0;0;0;0;0
1767616200000;101.0228334639995;101.17921456151326;100.920326659554;101.04977061053363;0;0;0;0;0;0
1767617100000;101.07846857539401;101.23705099886283;100.97728208164597;101.1071665402544;0;0;0;0;0;0
1767618000000;101.1371378205131;101.29710467033516;101.03711353120843;101.1671091007718;0;0;0;0;0;0
1767618900000;101.19782973072518;101.35832672688284;101.09877399447424;101.22855036067854;0;0;0;0;0;0
1767619800000;101.25947034686943;101.41961899194227;101.16116167417839;101.29039033306033;0;0;0;0;0;0
1767620700000;101.32094464937786;101.47985593668191;101.22314199470885;101.35149896569538;0;0;0;0;0;0
1767621600000;101.38111888512593;101.53790730614661;101.28357030296631;101.41073880455646;0;0;0;0;0;0
1767622500000;101.43886333721662;101.59266093586805;101.34131480388547;101.46698786987676;0;0;0;0;0;0
1767623400000;101.49307507470819;101.64304529419213;101.3952792648871;101.51916227953961;0;0;0;0;0;0
1767624300000;101.5427002195329;101.68805129072695;101.44442502832544;101.5662381595262;0;0;0;0;0;0
1767625200000;101.58675527751585;101.72675290583827;101.48779188517277;101.60727239550552;0;0;0;0;0;0
1767626100000;101.62434709929512;101.75832621971854;101.52451738645091;101.64142180308473;0;0;0;0;0;0
1767627000000;101.65469106468102;101.78206645175331;101.55385420080131;101.66796032627731;0;0;0;0;0;0
1767627900000;101.67712712000957;101.79740266105144;101.5751851664322;101.68629391374182;0;0;0;0;0;0
1767628800000;101.69113334160976;101.80390980627705;101.5880357326783;101.69597276947768;0;0;0;0;0;0
1767629700000;101.69633674872863;101.80131791636069;101.59208353959849;101.69670072797959;0;0;0;0;0;0
1767630600000;101.69252114512027;101.7895181821889;101.58716494233299;101.68834156226094;0;0;0;0;0;0
1767631500000;101.67963182886581;101.76856584178307;101.57327834915827;101.67092209547067;0;0;0;0;0;0
1767632400000;101.65777707362439;101.73867979651236;101.55058430704385;101.6446320517781;0;0;0;0;0;0
1767633300000;101.62722635012068;101.70023896221606;101.51940233471048;101.60982064846327;0;0;0;0;0;0
1767634200000;101.58840532292005;101.66020456936366;101.47377542539004;101.56698999737685;0;0;0;0;0;0
1767635100000;101.54188772307604;101.61360635808263;101.41996453946787;101.51678544877525;0;0;0;0;0;0
1767636000000;101.48838426072362;101.56035398696105;101.35961215838293;101.45998307267199;0;0;0;0;0;0
1767636900000;101.42872880184134;101.50130979925869;101.29363926276271;101.3974745310107;0;0;0;0;0;0
1767637800000;101.36386208899219;101.4374350068463;101.2230642871011;101.3302496469737;0;0;0;0;0;0
1767638700000;101.29481333574313;101.36977054603057;101.14898350299455;101.25937702451256;0;0;0;0;0;0
1767639600000;101.22268006764264;101.29941636847943;101.07254985306602;101.18598311077272;0;0;0;0;0;0
1767640500000;101.14860661822362;101.2275095896233;100.99495066172578;101.11123012567454;0;0;0;0;0;0
1767641400000;101.0737617157708;101.15520193994108;100.91738467179304;101.03629330586706;0;0;0;0;0;0
1767642300000;100.99931561499349;101.08363697848426;100.84103886975561;100.96233792411994;0;0;0;0;0;0
1767643200000;100.92641723690048;101.01392753256312;100.76706556679895;100.89049654968103;0;0;0;0;0;0
1767644100000;100.85617177989718;100.94713382262779;100.69656019759887;100.82184701011333;0;0;0;0;0;0
1767645000000;100.78961925542433;100.88424271712186;100.63054028434878;100.75739150073532;0;0;0;0;0;0
1767645900000;100.72771438252718;100.82614853876154;100.56992598987654;100.69803726431904;0;0;0;0;0;0
1767646800000;100.67130824797299;100.77363581177633;100.51552265147757;100.64457923162695;0;0;0;0;0;0
1767647700000;100.6211321024869;100.72736429978916;100.46800564690453;100.59768497334684;0;0;0;0;0;0
1767648600000;100.57778362008762;100.68785663702965;100.42790789662709;100.55788226682837;0;0;0;0;0;0
1767649500000;100.54171589726263;100.65548880242386;100.3956102529699;100.52554952769688;0;0;0;0;0;0
1767650400000;100.51322941285146;100.63048362787096;100.37133496814108;100.50090929800602;0;0;0;0;0;0
1767651300000;100.49246710914345;100.61290746989266;100.35514237066909;100.48402492028087;0;0;0;0;0;0
1767652200000;100.4794126910742;100.60267010909085;100.34693081464418;100.47480046186752;0;0;0;0;0;0
1767653100000;100.4738921748166;100.59952787579574;100.34643989973561;100.47298388776568;0;0;0;0;0;0
1767654000000;100.47557865084724;100.6030899342786;100.353256893579;100.4781734139288;0;0;0;0;0;0
1767654900000;100.4840001610735;100.6128275932862;100.36682622315018;100.48982690821819;0;0;0;0;0;0
1767655800000;100.49855052616684;100.62808644874815;100.38646183948285;100.5072741441155;0;0;0;0;0;0
1767656700000;100.51850289915569;100.64810110657598;100.41136220181582;100.5297316541959;0;0;0;0;0;0
1767657600000;100.54302576581057;100.67201218069678;100.4406275741537;100.55631987742524;0;0;0;0;0;0
1767658500000;100.57120106253689;100.69888521492128;100.47327928037579;100.58608224764853;0;0;0;0;0;0
1767659400000;100.60204403939123;100.72773113788658;100.50828052438125;100.61800583113391;0;0;0;0;0;0
1767660300000;100.63452446033271;100.75752782894119;100.54455835012186;100.65104308953153;0;0;0;0;0;0
1767661200000;100.6675887056367;100.78724235009443;100.58102629338936;100.6841343217419;0;0;0;0;0;0
1767662100000;100.7001823230853;100.81585338549871;100.61660726335867;100.7162303244287;0;0;0;0;0;0
1767663000000;100.73127256548297;100.84237342565167;100.65025618742281;100.74631480653724;0;0;0;0;0;0
1767663900000;100.75987045240896;100.86587023868199;100.68098195787937;100.77342609828068;0;0;0;0;0;0
1767664800000;100.7850519039037;100.88786823343833;100.70548718561514;100.79667770952673;0;0;0;0;0;0
1767665700000;100.80597751279562;100.91009267202274;100.72046196010628;100.81527731606451;0;0;0;0;0;0
1767666600000;100.82191055021833;100.9269442034472;100.73014336529714;100.82854378437217;0;0;0;0;0;0
1767667500000;100.83223283498012;100.93783799062902;100.73400578054711;100.83592188558806;0;0;0;0;0;0
1767668400000;100.8364581410904;100.94232777519784;100.73166101798768;100.83699439659276;0;0;0;0;0;0
1767669300000;100.83424286803408;100.94011535675754;100.72286732219327;100.8314913394754;0;0;0;0;0;0
1767670200000;100.82539375428631;100.93105701353278;100.70753532466162;100.8192961690972;0;0;0;0;0;0
1767671100000;100.8098724749419;100.91516673450985;100.68573082706334;100.8004487807866;0;0;0;0;0;0
1767672000000;100.787797027961;100.89261619818747;100.65767435208339;100.77514527513543;0;0;0;0;0;0
1767672900000;100.75943987911177;100.86373149936234;100.62373746681384;100.74373448308809;0;0;0;0;0;0
1767673800000;100.7252229018834;100.8289866916391;100.58443594971828;100.70671132067869;0;0;0;0;0;0
1767674700000;100.68570921410189;100.78899427822233;100.54041993682782;100.66470710752508;0;0;0;0;0;0
1767675600000;100.64159207636904;100.74449284570126;100.49246124472474;100.618477045213;0;0;0;0;0;0
1767676500000;100.59368107747471;100.69633209370951;100.44143812576337;100.56888510973644;0;0;0;0;0;0
1767677400000;100.54288588737624;100.64545556634877;100.38831776368332;100.51688666501605;0;0;0;0;0;0
1767678300000;100.49019790806878;100.5928814380284;100.33413686421463;100.46350915112151;0;0;0;0;0;0
1767679200000;100.43667019567287;100.53968174594101;100.27998073450743;100.40983124022422;0;0;0;0;0;0
1767680100000;100.38339606246248;100.48696049296275;100.2269612764387;100.35696088470073;0;0;0;0;0;0
1767681000000;100.33148679462842;100.4358310676947;100.17619434141754;100.30601270455612;0;0;0;0;0;0
1767681900000;100.28204893976515;100.38739344218288;100.12877690776546;100.25808517497417;0;0;0;0;0;0
1767682800000;100.23616162701228;100.34271161228911;100.08576454581167;100.21423807905039;0;0;0;0;0;0
1767683700000;100.19485438229441;100.30279174064506;100.04814963043182;100.17547068553844;0;0;0;1;0;0
1767684600000;100.15908589119128;100.26856144771139;100.01684074597688;100.14270109684414;0;0;0;1;0;0
1767685500000;100.12972414283848;100.2408506729776;99.99264370468806;100.11674718883283;0;0;-1;0;0;0
1767686400000;100.1075283602947;100.22037449625846;99.97624456725468;100.09830953175657;0;0;-1;0;0;0
1767687300000;100.09313308658503;100.20771826902228;99.96819501380469;100.08795664141348;0;0;-1;0;0;0
1767688200000;100.08703475187782;100.20332535854328;99.96890036614107;100.08611286234218;0;0;-1;0;0;0
1767689100000;100.08958099686716;100.20748775436758;99.97861050841666;100.09304913139212;0;0;-1;0;0;0
1767690000000;100.10096297143853;100.22033972820495;99.99741389476492;100.10887681148493;0;0;-1;0;0;0
1767690900000;100.12121076723466;100.24185467610044;100.02523476986829;100.13354472298437;0;0;0;1;0;0
1767691800000;100.15019207903931;100.27184520686734;100.06183366332121;100.16683943509427;0;0;0;1;0;0
1767692700000;100.18761412426137;100.30996647460177;100.10681115225518;100.20838881342847;0;0;0;1;0;0
1767693600000;100.2330287835611;100.3557226869964;100.15961482039107;100.25766875369374;0;0;0;1;0;0
1767694500000;102.0858408601699;104.21401296664605;100.01401296664606;102.11401296664606;0;0;1;0;0;0
1767695400000;102.14531929204253;102.26746219919386;102.08578903568417;102.17662561743902;0;0;1;0;0;0
1767696300000;102.21061109094313;102.33739399990442;102.15179912899008;102.24459656444725;0;0;1;0;0;0
1767697200000;102.28075772712238;102.41332723908339;102.2205105405116;102.31691888979749;0;0;1;0;0;0
1767698100000;102.35471362852503;102.4924747052677;102.29254202923748;102.39250836725259;0;0;1;0;0;0
1767699000000;102.43136642048549;102.5736664907434;102.36678245669334;102.47022447371837;0;0;1;0;0;0
1767699900000;102.50955849649974;102.65569920075416;102.44208583780804;102.5488925192811;0;0;1;0;0;0
1767700800000;102.58810948362742;102.73735899133443;102.51729390461308;102.62732644797376;0;0;0;0;0;0
1767701700000;102.6658391479242;102.81744480890274;102.59125888684656;102.70435184787465;0;0;0;0;0;0
1767702600000;102.74159027640647;102.89479136412001;102.66286604575654;102.77882870493828;0;0;0;0;0;0
1767703500000;102.81425107258545;102.96829137786976;102.73105550259548;102.84967344023262;0;0;0;0;0;0
1767704400000;102.88277661256625;103.0369166519532;102.79484291784651;102.91587978489986;0;0;0;0;0;0
1767705300000;102.94620892788589;103.09973754091432;102.85333860082953;102.97653807087192;0;0;0;0;0;0
1767706200000;103.00369530927316;103.15594043383231;102.90576466151643;103.03085254767437;0;0;0;0;0;0
1767707100000;103.05450446177885;103.20484289528407;102.95146985648257;103.07815637588332;0;0;0;0;0;0
1767708000000;103.09804018551269;103.24590616216442;102.98994182811968;103.11792399514205;0;0;0;0;0;0
1767708900000;103.13385230663611;103.27874474669392;103.02081648956644;103.14978061813018;0;0;0;0;0;0
1767709800000;103.16164463927572;103.30313295464904;103.04388436619345;103.17350866042125;0;0;0;0;0;0
1767710700000;103.18127981949542;103.31900819042602;103.05909376671315;103.18905097856958;0;0;0;0;0;0
1767711600000;103.19278091616704;103.32647098572313;103.06655072180583;103.19651085376448;0;0;0;0;0;0
1767712500000;103.19632978920934;103.32578175507223;103.06651569423619;103.19614872465421;0;0;0;0;0;0
1767713400000;103.19226223188933;103.31735434781622;103.05939713043271;103.18837573912447;0;0;0;0;0;0
1767714300000;103.18105999934575;103.30174653106711;103.04574198806695;103.17374425956703;0;0;0;0;0;0
1767715200000;103.16333988887168;103.27964760036616;103.02622343598648;103.15293551817632;0;0;0;0;0;0
1767716100000;103.13984009748829;103.25186337294143;103.00162598065909;103.12674467680026;0;0;0;0;0;0
1767717000000;103.11140413773354;103.21929887143392;102.97282832589971;103.09606359866682;0;0;0;0;0;0
1767717900000;103.07896264225009;103.18293905266636;102.94078431900037;103.06186168583336;0;0;0;0;0;0
1767718800000;103.04351343067388;103.14382797550763;102.90650237552117;103.0251651755144;0;0;0;0;0;0
1767719700000;103.00610024762439;103.10304683334066;102.8710238061281;102.98703531973437;0;0;0;0;0;0
1767720600000;102.96779060756153;103.06169129943218;102.83540049134517;102.94854589538868;0;0;0;0;0;0
1767721500000;102.92965320035255;103.02084864716845;102.80067236346439;102.91076050531642;0;0;0;0;0;0
1767722400000;102.89273532021755;102.98157511138373;102.76784515885362;102.87471013511868;0;0;0;0;0;0
1767723300000;102.85804078011486;102.94487395178525;102.73786889843682;102.84137142511103;0;0;0;0;0;0
1767724200000;102.82650876360027;102.91167466487559;102.71161753930343;102.81164610208951;0;0;0;0;0;0
1767725100000;102.79899404695165;102.88281376709217;102.68987021653537;102.78634199181377;0;0;0;0;0;0
1767726000000;102.77624899628479;102.85901753960619;102.67329446190544;102.76615600075581;0;0;0;0;0;0
1767726900000;102.75890770807106;102.8424317457626;102.66088708501;102.7516594153863;0;0;0;0;0;0
1767727800000;102.7474726176402;102.83768564099611;102.64888599879208;102.7432858198941;0;0;0;0;0;0
1767728700000;102.7423038498094;102.83931285443047;102.64333090501891;102.7413218797247;0;0;0;0;0;0
1767729600000;102.74361152974683;102.84741731243555;102.64438504710235;102.74590117976895;0;0;0;0;0;0
1767730500000;102.75145121169952;102.86194742513662;102.65205506212358;102.7570012436301;0;0;0;0;0;0
1767731400000;102.76572251952231;102.88269658864665;102.66619100218237;102.77444379541451;0;0;0;0;0;0
1767732300000;102.78617102733512;102.9093069185449;102.68648959996654;102.79789825925572;0;0;0;0;0;0
1767733200000;102.81239334244864;102.94127614173907;102.71250070954407;102.82688842564157;0;0;0;0;0;0
1767734100000;102.8438452872799;102.9779675092226;102.74363678861388;102.86080214891824;0;0;0;0;0;0
1767735000000;102.87985301366497;103.0186225303896;102.77918522643382;102.89890387841172;0;0;0;0;0;0
1767735900000;102.91962682305558;103.06237627176226;102.81832326363666;102.94034976769946;0;0;0;0;0;0
1767736800000;102.9622774107804;103.10827491039484;102.86013519732782;102.98420505386133;0;0;0;0;0;0
1767737700000;103.00683420298859;103.1552951859225;102.90363151830921;103.02946335211585;0;0;0;0;0;0
1767738600000;103.05226541208285;103.2023653561624;102.94776958793727;103.07506747204984;0;0;0;0;0;0
1767739500000;103.09749940126306;103.2483872301515;102.99147543080112;103.1199313304763;0;0;0;0;0;0
1767740400000;103.14144692195983;103.29225883015063;103.03366619673604;103.16296251344333;0;0;0;0;0;0
1767741300000;103.18302376998327;103.33289722091895;103.07327283212744;103.2030850265232;0;0;0;0;0;0
1767742200000;103.2211733975172;103.36926104073522;103.10926249628717;103.2392617685112;0;0;0;0;0;0
1767743100000;103.25488901882461;103.40037227429691;103.14066026397914;103.27051626913803;0;0;0;0;0;0
1767744000000;103.28323475768812;103.42533682264866;103.16656966982777;103.29595324623821;0;0;0;0;0;0
1767744900000;103.30536540397765;103.44336344937739;103.1861916740568;103.3147775617171;0;0;0;0;0;0
1767745800000;103.32054437492587;103.45378071497308;103.19884166129623;103.32631118813465;0;0;0;0;0;0
1767746700000;103.32815951312435;103.45605155182906;103.20396412439902;103.33000783811404;0;0;0;0;0;0
1767747600000;103.32773639718903;103.44978518002043;103.2011447325076;103.32546495626401;0;0;0;0;0;0
1767748500000;103.31894889158724;103.43474611778474;103.19011953603622;103.31243282691048;0;0;0;0;0;0
1767749400000;103.30162671824073;103.41086009944185;103.17078111970012;103.29082060957099;0;0;0;0;0;0
1767750300000;103.27575989307724;103.37821677613513;103.14318157703187;103.2606991765835;0;0;0;0;0;0
1767751200000;103.2414999344637;103.33706913997915;103.10753224470866;103.22230069234391;0;0;0;0;0;0
1767752100000;103.19915781611746;103.28782967863324;103.06420020114882;103.17601493989103;0;0;0;0;0;0
1767753000000;103.14919870332223;103.231063333636;103.01370159987081;103.12238246675341;0;0;0;0;0;0
1767753900000;103.09223357672165;103.16747740068134;102.95669197269847;103.0620846866899;0;0;0;0;0;0
1767754800000;103.0290079112948;103.09790857207547;102.89395369972395;102.99593113589971;0;0;0;0;0;0
1767755700000;102.96038763804108;103.02330737962086;102.82638090074408;102.92484414018247;0;0;0;0;0;0
1767756600000;102.88734267120061;102.94472034894977;102.75496205548771;102.84984120221874;0;0;0;0;0;0
1767757500000;102.81092833337937;102.86327022280037;102.68076070627964;102.77201546454;0;0;0;0;0;0
1767758400000;102.73226505373076;102.78489463589499;102.60013464994806;102.69251464292152;0;0;0;0;0;0
1767759300000;102.65251674949182;102.70851394444865;102.51652376767562;102.61251885606214;0;0;0;0;0;0
1767760200000;102.57286832797075;102.63277847160725;102.43365712815148;102.53321779987937;0;0;0;0;0;0
1767761100000;102.49450276398326;102.55883502374273;102.35274043243162;102.45578772808717;0;0;0;0;0;0
1767762000000;102.41857821637694;102.48779486960208;102.27494253973131;102.3813687046667;0;0;0;0;0;0
1767762900000;102.34620564648645;102.42071196256053;102.20137321405188;102.31104258830621;0;0;0;0;0;0
1767763800000;102.27842739114747;102.35856233267289;102.13306205530459;102.24581219398874;0;0;0;0;0;0
1767764700000;102.21619712346792;102.30222506783909;102.07093903805512;102.1865820529471;0;0;0;0;0;0
1767765600000;102.16036160631114;102.25246527094625;102.01581704840409;102.13414115967517;0;0;0;0;0;0
1767766500000;102.11164460695935;102.20991933949965;101.9683767689874;102.08914805424352;0;0;0;0;0;0
1767767400000;102.0706332974421;102.17508286683433;101.92915421444702;102.05211854064068;0;0;0;0;0;0
1767768300000;102.03776741442846;102.14830141047352;101.89853116595896;102.02341628821624;0;0;0;0;0;0
1767769200000;102.01333139642466;102.12976431466218;101.87672869460398;102.00324650463308;0;0;0;0;0;0
1767770100000;101.99744965543415;102.11950171174732;101.86380390072316;101.99165280623524;0;0;0;0;0;0
1767771000000;101.99008507645864;102.11738476217337;101.85964993119072;101.98851734668204;0;0;0;1;0;0
1767771900000;101.99104077254627;102.12312912673501;101.86399927008598;101.9935641984105;0;0;0;1;0;0
1767772800000;101.99996505686435;102.13630159873;101.87643023190643;102.00636591531821;0;0;0;1;0;0
1767773700000;102.01635952783715;102.15632975912726;101.8963765215849;102.02635314035608;0;0;0;1;0;0
1767774600000;102.03959010007833;102.18251445612744;101.92313966347372;102.05282705980058;0;0;0;0;0;0
1767775500000;102.0689007539516;102.21404485280385;101.95590404340138;102.08497444810261;0;0;0;0;0;0
1767776400000;102.10342972133144;102.25001573404813;101.99375425507242;102.12188499456028;0;0;0;0;0;0
1767777300000;102.14222777563539;102.28944671787852;102.03569439554252;102.16257055671052;0;0;0;0;0;0
1767778200000;102.1842782514666;102.3313029772414;102.0806689152039;102.20598594622265;0;0;0;0;0;0
1767779100000;102.22851838411204;102.37451704754287;102.12758459645997;102.25105082200142;0;0;0;0;0;0
1767780000000;102.27386153240184;102.41801127291991;102.1753332126846;102.29667224280226;0;0;0;0;0;0
1767780900000;102.31921983059188;102.46072043115214;102.22281440561085;102.3417674183815;0;0;0;0;0;0
1767781800000;102.36352680635109;102.50161407339579;102.26895831524556;102.38528619432067;0;0;0;0;0;0
1767782700000;102.40575950278779;102.5397181206682;102.31274750184161;102.4262328112549;0;0;0;0;0;0
1767783600000;102.4449596527206;102.5741352741079;102.35323771426471;102.4636864941863;0;0;0;0;0;0
1767784500000;102.48025347287782;102.60406382017595;102.38957708296272;102.49682045156933;0;0;0;0;0;0
1767785400000;102.51086967399816;102.62881444465847;102.42102334819549;102.52491889642698;0;0;0;0;0;0
1767786300000;102.53615531932824;102.64782470991287;102.44695877454615;102.54739174222951;0;0;0;0;0;0
1767787200000;102.55558920802333;102.66067089744476;102.46690245018954;102.56378667381715;0;0;0;0;0;0
1767788100000;102.56879251056108;102.66707697163942;102.48051972297061;102.57379834730501;0;0;0;0;0;0
1767789000000;102.57553643944176;102.66762858395015;102.4869204792069;102.57727453157852;0;0;0;0;0;0
1767789900000;102.57574679902706;102.6682028715152;102.48023526143598;102.57421906647559;0;0;0;0;0;0
1767790800000;102.56950532212986;102.66237223415183;102.46721092141641;102.56479157778412;0;0;0;0;0;0
1767791700000;102.55704776660899;102.65041885621258;102.44818905465513;102.54930395543386;0;0;0;0;0;0
1767792600000;102.53875881140738;102.63277101713264;102.42365631762918;102.52821366738091;0;0;0;0;0;0
1767793500000;102.51516385685218;102.60999361920696;102.39423447343995;102.50211404632346;0;0;0;0;0;0
1767794400000;102.48691789727697;102.58277588091914;102.36066761554179;102.47172174823046;0;0;0;0;0;0
1767795300000;102.45479169384132;102.55191645065187;102.32380682825249;102.43786163945218;0;0;0;0;0;0
1767796200000;102.41965553059244;102.5183062482278;102.28459259523758;102.40144942173269;0;0;0;0;0;0
1767797100000;102.38246088621179;102.48290938805867;102.24403531332312;102.3634723506909;0;0;0;0;0;0
1767798000000;102.34422039651243;102.44674257677677;102.20319430789111;102.32496844233394;0;0;0;0;0;0
1767798900000;102.30598651772739;102.41085340928785;102.16315577695383;102.28700459312084;0;0;0;0;0;0
1767799800000;102.2688293272474;102.37629800958969;102.12501011315827;102.25065406137398;0;0;0;0;0;0
1767800700000;102.23381391618028;102.34411847598815;102.08982906598499;102.21697377098657;0;0;0;0;0;0
1767801600000;102.20197783655728;102.31532059424357;102.05864321001239;102.18698190212798;0;0;0;0;0;0
1767802500000;102.17430906502831;102.2908522766183;102.03242017923895;102.16163622792862;0;0;0;0;0;0
1767803400000;102.15172493448809;102.27158316988294;102.01204411221215;102.14181364104755;0;0;0;0;0;0
1767804300000;102.13505246547253;102.25828585138363;101.9982967284114;102.12829128989752;0;0;0;0;0;0
1767805200000;102.12501050075531;102.25161899976142;101.99184042346478;102.1217297116131;0;0;0;0;0;0
1767806100000;102.12219400993911;102.2521128865157;101.99320373001453;102.12265830826512;0;0;0;0;0;0
1767807000000;102.12706088671987;102.26015748713772;102.00276944321155;102.13146346517463;0;0;0;0;0;0
1767807900000;102.13992151080377;102.27599345698017;102.02076565588565;102.14837955643291;0;0;0;0;0;0
1767808800000;102.16093129020884;102.29970615846503;102.04725988950449;102.17348302398476;0;0;0;0;0;0
1767809700000;102.19008633903158;102.33122286386117;102.08215644429563;102.2066896540784;0;0;0;0;0;0
1767810600000;102.2272223819391;102.37031319295838;102.12519702664122;102.2477551097998;0;0;0;0;0;0
1767811500000;102.27201691095915;102.41659277884783;102.17596464538919;102.29627871211851;0;0;0;0;0;0
1767812400000;102.32399455392277;102.46953008904345;102.23389070241066;102.35171039572705;0;0;0;0;0;0
1767813300000;102.3825355485149;102.52845626468533;102.29826513792014;102.41336070130274;0;0;0;0;0;0
1767814200000;102.44688715264054;102.59257777887593;102.36824942908076;102.48041360397835;0;0;0;0;0;0
1767815100000;102.51617776200666;102.66099165756725;102.44289218250273;102.55194192003499;0;0;0;0;0;0
1767816000000;102.58943345066935;102.73270295402028;102.52114700858712;102.6269249813037;0;0;0;0;0;0
1767816900000;102.66559660092855;102.80664412176554;102.60189231934123;102.70426822055339;0;0;0;0;0;0
1767817800000;100.94354624637232;103.08282427219123;98.88282427219124;100.98282427219124;0;0;0;0;0;0
1767818700000;101.02211971694699;101.15670923170664;100.96612109169881;101.06141516170273;0;1;0;0;0;0
1767819600000;101.10013514837178;101.23052793257443;101.04718233750722;101.13885513504083;0;1;0;0;0;0
1767820500000;101.17641440056572;101.30593595628174;101.12201137589948;101.21397366609061;0;0;0;0;0;0
